annee,region,age,taille,couleur_cheveux,longueur_cheveux,couleur_yeux,couleur_peau,laureat_culture_generale,est_tombee,top_1,top_2,top_3,top_4,top_5,top_6,top_7,top_8,top_9,top_10,top_11,top_12
2017,Saint-Martin Saint-Barthélemy,18,177,Noirs,Courts,Noirs,Noire,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Tahiti,22,175,Bruns,Mi-longs,Bleus,Blanche,0.0,0,0,0,1,1,1,1,1,1,1,1,1,1
2018,Alsace,20,171,Chatains,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Aquitaine,18,173,Blonds,Longs,Bleus,Blanche,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1
2018,Auvergne,19,182,Blonds,Mi-longs,Bleus,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Bourgogne,22,173,Bruns,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Bretagne,24,176,Bruns,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Centre-Val-de-Loire,20,177,Blonds,Mi-longs,Verts,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Champagne-Ardenne,19,170,Bruns,Courts,Marrons,Noire,0.0,0,0,0,0,1,1,1,1,1,1,1,1,1
2018,Corse,20,172,Chatains,Longs,Marrons,Blanche,1.0,0,0,1,1,1,1,1,1,1,1,1,1,1
2018,Côte d Azur,21,180,Chatains,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Franche-Comté,21,177,Noirs,Longs,Noirs,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Guadeloupe,18,176,Noirs,Mi-longs,Noirs,Noire,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Guyane,24,174,Noirs,Courts,Noirs,Noire,0.0,0,0,0,0,0,0,0,1,1,1,1,1,1
2018,Île-de-France,18,172,Bruns,Longs,Marrons,Blanche,0.0,0,0,0,1,1,1,1,1,1,1,1,1,1
2018,Languedoc-Roussillon,20,176,Blonds,Mi-longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1
2018,Limousin,19,171,Chatains,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1
2018,Lorraine,20,171,Blonds,Longs,Bleus,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Martinique,21,176,Noirs,Courts,Noirs,Noire,0.0,0,0,0,0,0,0,0,0,0,1,1,1,1
2018,Mayotte,20,170,Chatains,Mi-longs,Marrons,Noire,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Midi-Pyrénées,18,171,Bruns,Mi-longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Nord-Pas-de-Calais,23,176,Roux,Longs,Verts,Blanche,0.0,0,1,1,1,1,1,1,1,1,1,1,1,1
2018,Normandie,20,170,Chatains,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Nouvelle-Calédonie,18,172,Bruns,Longs,Verts,Métisse,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Pays de la Loire,20,176,Blonds,Longs,Verts,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Picardie,19,171,Bruns,Longs,Verts,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Poitou-Charentes,19,171,Blonds,Mi-longs,Verts,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Provence,23,170,Bruns,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1
2018,Réunion,19,171,Noirs,Longs,Marrons,Métisse,0.0,0,0,0,0,0,1,1,1,1,1,1,1,1
2018,Rhône-Alpes,24,178,Chatains,Mi-longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018,Saint-Pierre-et-Miquelon,18,180,Roux,Mi-longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Tahiti,20,172,Noirs,Mi-longs,Marrons,Métisse,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Alsace,22,173,Chatains,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Aquitaine,20,173,Bruns,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1
2019,Auvergne,19,181,Bruns,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Bourgogne,19,173,Bruns,Mi-longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Bretagne,22,180,Blonds,Longs,Bleus,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Centre-Val-de-Loire,23,176,Bruns,Longs,Marrons,Blanche,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Champagne-Ardenne,22,170,Blonds,Mi-longs,Verts,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Corse,18,174,Blonds,Mi-longs,Bleus,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Côte d Azur,22,171,Bruns,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,Franche-Comté,18,180,Chatains,Longs,Verts,Blanche,0.0,0,0,0,1,1,1,1,1,1,1,1,1,1
2019,Guadeloupe,19,173,Bruns,Mi-longs,Marrons,Blanche,0.0,0,0,1,1,1,1,1,1,1,1,1,1,1
2019,Guyane,18,177,Chatains,Courts,Noirs,Noire,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Île-de-France,24,177,Blonds,Longs,Bleus,Blanche,0.0,0,0,0,0,0,0,0,1,1,1,1,1,1
2019,Languedoc-Roussillon,18,178,Bruns,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1
2019,Limousin,23,177,Bruns,Courts,Marrons,Métisse,0.0,0,0,0,0,0,1,1,1,1,1,1,1,1
2019,Lorraine,21,171,Bruns,Courts,Marrons,Métisse,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1
2019,Martinique,18,176,Bruns,Courts,Noirs,Noire,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Mayotte,20,177,Bruns,Courts,Noirs,Noire,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Midi-Pyrénées,20,177,Bruns,Mi-longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Nord-Pas-de-Calais,19,181,Bruns,Courts,Marrons,Noire,0.0,0,0,0,0,0,0,0,0,0,1,1,1,1
2019,Normandie,21,182,Blonds,Courts,Bleus,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Nouvelle-Calédonie,19,171,Bruns,Longs,Marrons,Métisse,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Pays de la Loire,22,183,Noirs,Mi-longs,Noirs,Métisse,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Picardie,22,170,Noirs,Courts,Noirs,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Poitou-Charentes,23,174,Blonds,Mi-longs,Bleus,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Provence,19,174,Blonds,Courts,Bleus,Blanche,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1
2019,Réunion,18,174,Noirs,Longs,Marrons,Métisse,0.0,0,0,0,0,1,1,1,1,1,1,1,1,1
2019,Rhône-Alpes,19,179,Bruns,Courts,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Saint-Martin Saint-Barthélemy,18,172,Noirs,Courts,Noirs,Noire,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Tahiti,23,178,Bruns,Longs,Bleus,Métisse,0.0,0,1,1,1,1,1,1,1,1,1,1,1,1
2020,Alsace,23,171,Bruns,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1
2020,Aquitaine,21,177,Bruns,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Auvergne,21,186,Noirs,Mi-longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Bourgogne,21,176,Bruns,Mi-longs,Marrons,Blanche,0.0,0,0,0,0,1,1,1,1,1,1,1,1,1
2020,Bretagne,24,173,Bruns,Mi-longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Centre-Val-de-Loire,22,173,Blonds,Longs,Bleus,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Champagne-Ardenne,18,173,Bruns,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Corse,20,177,Bruns,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Côte d Azur,18,172,Chatains,Longs,Bleus,Blanche,0.0,0,0,0,0,0,1,1,1,1,1,1,1,1
2020,Franche-Comté,23,176,Chatains,Longs,Bleus,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Guadeloupe,22,174,Noirs,Longs,Marrons,Métisse,1.0,0,1,1,1,1,1,1,1,1,1,1,1,1
2020,Guyane,21,173,Noirs,Mi-longs,Noirs,Noire,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Île-de-France,23,172,Bruns,Mi-longs,Noirs,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Languedoc-Roussillon,18,180,Bruns,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Limousin,22,172,Bruns,Longs,Bleus,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Lorraine,17,178,Blonds,Mi-longs,Gris,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Martinique,21,175,Bruns,Mi-longs,Marrons,Noire,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Mayotte,19,175,Bruns,Mi-longs,Marrons,Noire,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Midi-Pyrénées,21,172,Bruns,Mi-longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Nord-Pas-de-Calais,19,177,Blonds,Courts,Verts,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Normandie,21,172,Roux,Mi-longs,Bleus,Blanche,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1
2020,Nouvelle-Calédonie,18,170,Bruns,Longs,Marrons,Métisse,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Pays de la Loire,18,173,Bruns,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,1,1,1,1,1,1
2020,Picardie,20,174,Bruns,Mi-longs,Marrons,Métisse,0.0,0,0,0,0,0,0,0,0,0,1,1,1,1
2020,Poitou-Charentes,19,172,Blonds,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1
2020,Provence,18,171,Blonds,Mi-longs,Bleus,Blanche,0.0,0,0,1,1,1,1,1,1,1,1,1,1,1
2020,Réunion,21,176,Bruns,Longs,Gris,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020,Rhône-Alpes,20,177,Bruns,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Saint-Martin Saint-Barthélemy,20,175,Bruns,Mi-longs,Marrons,Métisse,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1
2020,Tahiti,22,180,Bruns,Mi-longs,Marrons,Blanche,0.0,0,0,0,1,1,1,1,1,1,1,1,1,1
2021,Alsace,24,172,Chatains,Courts,Gris,Métisse,0.0,0,0,0,0,1,1,1,1,1,1,1,1,1
2021,Aquitaine,18,177,Bruns,Mi-longs,Noirs,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1
2021,Auvergne,21,171,Bruns,Mi-longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Bourgogne,23,171,Bruns,Mi-longs,Bleus,Blanche,1.0,0,0,0,0,0,1,1,1,1,1,1,1,1
2021,Bretagne,23,178,Bruns,Mi-longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Centre-Val-de-Loire,23,171,Chatains,Mi-longs,Marrons,Métisse,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Champagne-Ardenne,21,170,Bruns,Mi-longs,Verts,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Corse,20,178,Blonds,Mi-longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,Côte d Azur,22,173,Bruns,Mi-longs,Gris,Blanche,0.0,0,0,0,1,1,1,1,1,1,1,1,1,1
2021,Franche-Comté,23,172,Chatains,Mi-longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Guadeloupe,20,175,Noirs,Mi-longs,Noirs,Noire,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1
2021,Guyane,23,175,Noirs,Courts,Noirs,Noire,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Île-de-France,18,171,Blonds,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,1,1,1,1,1,1
2021,Languedoc-Roussillon,19,176,Bruns,Longs,Gris,Métisse,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Limousin,20,171,Roux,Longs,Gris,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Lorraine,19,177,Bruns,Mi-longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Martinique,23,179,Noirs,Courts,Noirs,Noire,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Mayotte,23,178,Noirs,Longs,Noirs,Noire,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Midi-Pyrénées,19,177,Chatains,Mi-longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Nord-Pas-de-Calais,24,178,Bruns,Mi-longs,Gris,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Normandie,23,175,Blonds,Longs,Bleus,Blanche,0.0,0,1,1,1,1,1,1,1,1,1,1,1,1
2021,Nouvelle-Calédonie,19,174,Bruns,Mi-longs,Noirs,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Pays de la Loire,24,174,Chatains,Mi-longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,1,1,1,1
2021,Picardie,22,179,Blonds,Mi-longs,Verts,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Poitou-Charentes,24,174,Blonds,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1
2021,Provence,21,176,Blonds,Longs,Bleus,Blanche,0.0,0,0,1,1,1,1,1,1,1,1,1,1,1
2021,Réunion,21,176,Chatains,Mi-longs,Marrons,Métisse,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1
2021,Rhône-Alpes,23,172,Blonds,Mi-longs,Gris,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Wallis-et-Futuna,19,177,Noirs,Mi-longs,Noirs,Métisse,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Alsace,23,174,Bruns,Longs,Marrons,Blanche,1.0,1,0,0,1,1,1,1,1,1,1,1,1,1
2022,Aquitaine,22,178,Blonds,Courts,Marrons,Blanche,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1
2022,Auvergne,24,177,Blonds,Courts,Verts,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Bourgogne,21,172,Bruns,Mi-longs,Verts,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Bretagne,22,174,Blonds,Mi-longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Centre-Val-de-Loire,19,175,Bruns,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Champagne-Ardenne,20,170,Noirs,Mi-longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Corse,18,176,Blonds,Longs,Bleus,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Côte d Azur,24,185,Blonds,Longs,Bleus,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1
2022,Franche-Comté,21,170,Blonds,Courts,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Guadeloupe,20,177,Noirs,Courts,Marrons,Noire,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Guyane,19,171,Noirs,Mi-longs,Marrons,Noire,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Île-de-France,24,177,Bruns,Longs,Marrons,Blanche,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1
2022,Languedoc-Roussillon,20,172,Bruns,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Limousin,23,171,Chatains,Longs,Bleus,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Lorraine,23,175,Noirs,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1
2022,Martinique,19,171,Noirs,Mi-longs,Noirs,Noire,0.0,0,0,1,1,1,1,1,1,1,1,1,1,1
2022,Mayotte,24,170,Noirs,Mi-longs,Noirs,Noire,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Midi-Pyrénées,22,170,Blonds,Mi-longs,Gris,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Nord-Pas-de-Calais,20,174,Bruns,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1
2022,Normandie,24,172,Noirs,Longs,Noirs,Métisse,1.0,0,0,0,0,0,1,1,1,1,1,1,1,1
2022,Nouvelle-Calédonie,18,175,Noirs,Mi-longs,Noirs,Métisse,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Pays de la Loire,20,178,Chatains,Mi-longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022,Picardie,21,172,Blonds,Courts,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Poitou-Charentes,24,172,Noirs,Mi-longs,Noirs,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Provence,19,170,Noirs,Longs,Noirs,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Réunion,22,173,Noirs,Longs,Noirs,Noire,0.0,0,0,0,0,0,0,0,1,1,1,1,1,1
2022,Rhône-Alpes,20,173,Chatains,Longs,Bleus,Blanche,0.0,0,0,0,0,0,0,0,0,0,1,1,1,1
2022,Tahiti,24,181,Bruns,Longs,Marrons,Métisse,0.0,0,0,0,0,1,1,1,1,1,1,1,1,1
2023,Alsace,20,175,Bruns,Longs,Marrons,Blanche,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Aquitaine,23,176,Noirs,Courts,Noirs,Noire,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Auvergne,21,184,Chatains,Longs,Verts,Blanche,0.0,0,0,0,0,0,1,1,1,1,1,1,1,1
2023,Bourgogne,23,176,Blonds,Longs,Bleus,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Bretagne,20,171,Chatains,Mi-longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Centre-Val-de-Loire,22,177,Bruns,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Champagne-Ardenne,20,180,Blonds,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Corse,22,183,Chatains,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Côte d Azur,19,172,Blonds,Mi-longs,Verts,Blanche,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1
2023,Franche-Comté,19,173,Bruns,Longs,Marrons,Blanche,0.0,0,0,0,1,1,1,1,1,1,1,1,1,1
2023,Guadeloupe,18,177,Chatains,Mi-longs,Marrons,Métisse,0.0,0,1,1,1,1,1,1,1,1,1,1,1,1
2023,Guyane,20,173,Blonds,Mi-longs,Marrons,Métisse,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Île-de-France,18,186,Bruns,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Languedoc,23,174,Bruns,Mi-longs,Noirs,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1
2023,Limousin,23,174,Blonds,Mi-longs,Bleus,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Lorraine,25,173,Noirs,Longs,Noirs,Métisse,0.0,0,0,0,0,0,0,0,1,1,1,1,1,1
2023,Martinique,21,177,Noirs,Courts,Noirs,Noire,0.0,0,0,0,0,1,1,1,1,1,1,1,1,1
2023,Midi-Pyrénées,22,171,Chatains,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1
2023,Nord-Pas-de-Calais,23,179,Blonds,Longs,Verts,Blanche,0.0,0,0,1,1,1,1,1,1,1,1,1,1,1
2023,Normandie,23,171,Bruns,Longs,Marrons,Blanche,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Nouvelle-Calédonie,26,173,Roux,Courts,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Pays de la Loire,20,176,Chatains,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023,Picardie,25,171,Noirs,Longs,Bleus,Blanche,0.0,0,0,0,0,0,0,0,0,0,1,1,1,1
2023,Poitou-Charentes,20,175,Chatains,Mi-longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Provence,18,180,Chatains,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Réunion,18,172,Noirs,Mi-longs,Marrons,Métisse,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Rhône-Alpes,24,171,Chatains,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1
2023,Roussillon,20,174,Bruns,Longs,Marrons,Métisse,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0
2023,Saint-Martin Saint-Barthélemy,20,170,Blonds,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Tahiti,23,177,Noirs,Longs,Noirs,Métisse,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Alsace,27,171,Chatains,Mi-longs,Bleus,Blanche,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Aquitaine,19,173,Bruns,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Auvergne,22,183,Blonds,Mi-longs,Bleus,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Bourgogne,18,175,Bruns,Mi-longs,Marrons,Métisse,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1
2024,Bretagne,21,175,Roux,Longs,Verts,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Centre-Val-de-Loire,22,176,Bruns,Mi-longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Champagne-Ardenne,21,170,Blonds,Longs,Bleus,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Corse,22,171,Chatains,Mi-longs,Verts,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Côte d Azur,19,175,Noirs,Mi-longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
2024,Franche-Comté,24,172,Noirs,Longs,Noirs,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Guadeloupe,18,173,Noirs,Courts,Noirs,Noire,1.0,0,0,0,0,1,1,1,1,1,1,1,1,1
2024,Guyane,17,173,Bruns,Longs,Marrons,Noire,0.0,0,0,1,1,1,1,1,1,1,1,1,1,1
2024,Île-de-France,28,174,Chatains,Mi-longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1
2024,Languedoc,19,173,Blonds,Longs,Bleus,Blanche,0.0,0,0,0,0,0,1,1,1,1,1,1,1,1
2024,Limousin,21,177,Bruns,Longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Lorraine,26,170,Roux,Courts,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Martinique,21,175,Noirs,Courts,Noirs,Noire,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Mayotte,21,172,Noirs,Courts,Noirs,Noire,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Midi-Pyrénées,22,171,Bruns,Longs,Marrons,Métisse,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Nord-Pas-de-Calais,20,171,Noirs,Courts,Noirs,Métisse,0.0,0,1,1,1,1,1,1,1,1,1,1,1,1
2024,Normandie,21,176,Bruns,Mi-longs,Marrons,Blanche,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1
2024,Nouvelle-Calédonie,21,180,Blonds,Longs,Bleus,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Pays de la Loire,25,174,Chatains,Longs,Gris,Blanche,0.0,0,0,0,0,0,0,0,0,0,1,1,1,1
2024,Picardie,23,171,Bruns,Mi-longs,Marrons,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Poitou-Charentes,18,173,Chatains,Mi-longs,Verts,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Provence,25,173,Blonds,Longs,Gris,Blanche,0.0,0,0,0,1,1,1,1,1,1,1,1,1,1
2024,Réunion,20,178,Bruns,Mi-longs,Noirs,Métisse,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Rhône-Alpes,22,174,Blonds,Mi-longs,Bleus,Blanche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Roussillon,21,171,Bruns,Longs,Marrons,Blanche,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1
2024,Tahiti,24,172,Bruns,Longs,Marrons,Métisse,0.0,0,0,0,0,0,0,0,1,1,1,1,1,1
